Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,Block,0.00373,0.756,0.984,0.472,4,0.0481,-3.597,0.0725,128.044
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,Derp - Original Mix,0.000639,0.649,0.973,0.662,6,0.133,-4.391,0.0882,127.951
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,All Aboard - Dimitri Vegas & Like Mike Edit,0.00142,0.647,0.946,0.247,6,0.313,-4.753,0.104,130.078
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,Switch,0.00134,0.732,0.869,0.426,9,0.126,-3.523,0.0737,130.006
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Long Way Down,0.00321,0.443,0.918,0.00753,1,0.132,-3.464,0.0528,160.043
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Don't Let Me Down - W&W Remix,0.041,0.431,0.877,0.00128,8,0.126,-5.677,0.121,159.897
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Arcade Mammoth,0.00714,0.552,0.968,0.853,3,0.356,-4.173,0.0813,127.964
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Crowd Control - Radio Edit,0.0594,0.345,0.955,0.642,11,0.132,-2.257,0.088,139.927
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Live The Night,0.00707,0.805,0.968,0.00091,10,0.368,-3.909,0.227,127.984
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Supa Dupa Fly 2018,0.00221,0.635,0.98,0.664,4,0.266,-4.547,0.117,130.046
W&W,2rTo8KIkBTFjQS7VvaKYQ4,How Many,0.04,0.554,0.884,0.000225,4,0.132,-3.548,0.108,128.036
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Rave Culture,0.00195,0.557,0.973,0.698,5,0.361,-2.878,0.169,128.003
W&W,2rTo8KIkBTFjQS7VvaKYQ4,God Is a Girl,0.0011,0.537,0.877,0.000135,0,0.0871,-5.159,0.0376,145.044
W&W,2rTo8KIkBTFjQS7VvaKYQ4,Rave After Rave - Radio Edit,0.00419,0.639,0.907,0.00535,6,0.366,-3.214,0.0837,128.055
Hardwell,6BrvowZBreEkXzJQMpL174,Unity,0.0241,0.65,0.912,0.8,10,0.293,-4.588,0.0406,129.999
Hardwell,6BrvowZBreEkXzJQMpL174,Power,0.000427,0.49,0.907,0,5,0.116,-4.063,0.108,132.057
Hardwell,6BrvowZBreEkXzJQMpL174,Bella Ciao,0.00214,0.616,0.892,0.000186,4,0.227,-4.688,0.0462,129.991
Hardwell,6BrvowZBreEkXzJQMpL174,Ze Willen Mee,0.318,0.877,0.797,0,1,0.0978,-3.256,0.0587,100.01
Hardwell,6BrvowZBreEkXzJQMpL174,Out Of This Town (Mix Cut),0.00687,0.547,0.905,7.63e-05,5,0.615,-3.312,0.0679,149.917
Hardwell,6BrvowZBreEkXzJQMpL174,Shine A Light,0.223,0.538,0.758,0,9,0.251,-2.773,0.0378,147.804
Hardwell,6BrvowZBreEkXzJQMpL174,This Is Love,0.0151,0.543,0.867,0.00021,3,0.2,-4.394,0.056,128.017
Hardwell,6BrvowZBreEkXzJQMpL174,Bigroom Never Dies (Mix Cut),0.00052,0.688,0.967,0.0632,8,0.305,-4.747,0.0531,129.969
Hardwell,6BrvowZBreEkXzJQMpL174,The Underground (Mix Cut),0.000128,0.498,0.943,0.484,1,0.405,-3.483,0.0378,150.028
Hardwell,6BrvowZBreEkXzJQMpL174,Don't Let Me Down - Hardwell & Sephyx Remix,0.0861,0.509,0.897,0.000634,8,0.0625,-3.418,0.0454,149.864
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Golden Pineapple,0.000696,0.667,0.948,0.973,9,0.151,-4.149,0.104,125.973
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Solid,0.002,0.603,0.739,0.746,11,0.651,-5.783,0.0395,128.029
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Let Me Tell You Something,0.0105,0.599,0.826,0.195,6,0.196,-3.778,0.146,128.018
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Spotless,9.69e-05,0.517,0.828,0.841,8,0.411,-5.648,0.0482,128.077
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Save Me,0.00548,0.693,0.893,0.356,1,0.342,-3.452,0.0529,128.04
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Coffee Please,0.0382,0.65,0.866,0.0329,7,0.332,-3.766,0.032,125.012
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Wired (feat. Babet),0.00338,0.497,0.865,0.00554,5,0.157,-2.166,0.0709,128.074
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,EDM Bubble,0.0313,0.63,0.839,0.537,6,0.122,-3.971,0.0422,127.98
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Jigsaw,0.0123,0.661,0.914,0.835,3,0.097,-5.135,0.0858,125.048
Jay Hardway,12SPNXi0aDpFt0rMVbmLrr,Electric Elephants,0.00293,0.588,0.927,0.403,6,0.211,-1.78,0.064,127.946
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Source,0.0271,0.662,0.803,0.0511,11,0.127,-7.19,0.0447,126.059
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,I Could Be Wrong,0.146,0.764,0.796,0,1,0.102,-4.895,0.0441,123.038
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Let's Go,0.0239,0.626,0.844,0.909,11,0.0673,-5.455,0.0338,126.008
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Where Have You Gone (Anywhere),0.00552,0.618,0.767,0,5,0.147,-5.024,0.0489,124.071
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Anywhere,0.00306,0.615,0.827,1.57e-05,2,0.222,-4.796,0.0327,126.012
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,These Heights (feat. Caroline Pennell),0.0543,0.416,0.772,0,0,0.359,-4.965,0.13,121.215
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Higher,0.106,0.67,0.937,0.636,10,0.246,-3.097,0.06,127.949
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Summer On You (feat. Wulf),0.0295,0.731,0.727,4.56e-06,7,0.171,-5.608,0.0356,120.968
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,You Don't Have To Like It,0.21,0.618,0.591,0,8,0.225,-7.095,0.0561,124.003
Lucas & Steve,5wwneIFdawNgQ7GvKK29Z3,Up Till Dawn (On The Move),0.222,0.639,0.726,0,6,0.108,-5.254,0.0657,117.874
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,One Kiss (with Dua Lipa) - Oliver Heldens Remix,0.251,0.717,0.752,0.000468,0,0.0802,-6.933,0.065,123.97
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Don't Leave Me Alone (feat. Anne-Marie) - Oliver Heldens Remix,0.0079,0.739,0.818,5.56e-05,11,0.359,-6.717,0.0612,125.965
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Riverside 2099,0.0664,0.8,0.863,0.916,9,0.388,-5.242,0.0575,125.99
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Gecko (Overdrive) - Radio Edit,0.00521,0.609,0.885,1.15e-05,0,0.336,-5.469,0.0642,124.959
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,The Right Song,0.459,0.546,0.894,0.000106,8,0.322,-3.56,0.0898,125.031
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,What The Funk,0.00387,0.803,0.734,0,6,0.34,-4.991,0.0505,121.999
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,What The Funk (feat. Danny Shah) - Steve Aoki Remix,0.00168,0.687,0.95,0.0909,6,0.137,-2.207,0.05,125.995
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Wombass,0.33,0.641,0.895,0.694,8,0.931,-5.4,0.0456,125.043
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,Return Of The Mack (feat. Rochelle) - Oliver Heldens Radio Edit,0.00289,0.623,0.962,4.91e-05,0,0.345,-3.646,0.0987,124.961
Oliver Heldens,5nki7yRhxgM509M5ADlN1p,King Kong (HI-LO Touch),0.0028,0.691,0.823,0.819,1,0.123,-8.309,0.034,125.996
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Till The Sun Comes Up,0.0258,0.646,0.797,0,2,0.19,-6.602,0.037,123.921
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Sir Duke,0.0772,0.562,0.955,6.13e-05,5,0.153,-2.624,0.0399,125.014
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Helicopter - Video Edit,0.0104,0.584,0.96,0.516,7,0.175,-4.492,0.0379,128.003
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Remember Who You Are,0.0233,0.644,0.626,2.76e-05,5,0.0448,-6.527,0.0323,129.861
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Keep Your Head Up (feat. Little Giants),0.0563,0.495,0.719,0,9,0.368,-4.936,0.1,120.157
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Ignite - Laidback Luke Remix,0.000673,0.667,0.907,0.696,7,0.106,-2.981,0.0574,127.998
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Blackout,0.0176,0.829,0.833,0.0559,3,0.0445,-3.693,0.216,126.051
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,No Heroes (feat. Luciana),0.00365,0.725,0.877,0.181,11,0.0594,-4.09,0.0451,127.992
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Let's Get Wild,0.012,0.694,0.957,1.22e-05,10,0.318,-2.116,0.329,126.056
Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Show Me Your Love,0.012,0.586,0.881,0.000207,11,0.572,-4.015,0.0514,125.999
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Bigroom Never Dies (Mix Cut),0.00052,0.688,0.967,0.0632,8,0.305,-4.747,0.0531,129.969
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Narco,0.00784,0.764,0.943,0.104,8,0.0699,-4.047,0.0711,129.961
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Switch,0.00134,0.732,0.869,0.426,9,0.126,-3.523,0.0737,130.006
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Beautiful World [Mix Cut] - Original Mix,0.00814,0.567,0.952,0.00105,5,0.362,-1.369,0.0451,129.901
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Rio,0.000806,0.648,0.969,0.869,4,0.0736,-4.417,0.0496,129.995
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Savage,0.0624,0.698,0.916,0.0041,7,0.11,-2.914,0.0699,129.989
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,All I Ever Wanted,0.00291,0.557,0.948,0,11,0.396,-3.992,0.0586,128.106
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Black Rose (feat. Jonathan Mendelsohn),0.141,0.632,0.885,0.0483,8,0.207,-4.113,0.0412,130.022
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,Revelation (feat. HALIENE),0.0634,0.576,0.843,6e-05,1,0.245,-5.421,0.0481,124.974
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,ThunderDrums,0.0688,0.712,0.867,0.71,6,0.344,-4.975,0.0348,129.978
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Got the Feeling,0.0776,0.677,0.819,5.61e-05,0,0.0756,-3.654,0.0304,124.01
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Who You Are (feat. MIO),0.0724,0.695,0.827,0,2,0.0927,-3.13,0.0379,119.957
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Feel Good,0.167,0.629,0.882,0.711,0,0.0693,-3.458,0.0312,123.973
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Miami 82 - Kygo Remix,0.177,0.708,0.6,0.119,2,0.0578,-7.099,0.0407,112.995
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Miami 82 - Lucas Silow Remix,0.00135,0.645,0.912,0.679,5,0.287,-3.662,0.0615,128.017
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Solo (feat. Demi Lovato) - Syn Cole Remix,0.0166,0.772,0.746,3.95e-06,11,0.0453,-3.79,0.0377,123.98
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,It's You - Radio Edit,0.11,0.646,0.831,1.04e-05,10,0.134,-4.164,0.0523,127.957
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Secrets - Syn Cole Remix,0.0135,0.702,0.796,5.56e-06,9,0.15,-3.129,0.0522,125.998
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Follow Your Fire - Syn Cole Remix,0.00872,0.628,0.917,2.66e-06,11,0.0732,-4.247,0.0371,103.991
Syn Cole,6i1GVNJCyyssRwXmnaeEFH,Californication,0.0205,0.688,0.8,0.00215,9,0.093,-4.838,0.0265,106.026
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Sun Is Shining,0.0866,0.467,0.757,0,2,0.0742,-3.01,0.0517,131.993
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Reload - Radio Edit,0.0736,0.484,0.724,0,9,0.0631,-4.633,0.0522,128.038
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Something New,0.0272,0.586,0.808,3.27e-05,11,0.116,-4.737,0.0328,129.968
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Calling (Lose My Mind) - Radio Edit,0.0111,0.418,0.864,8.36e-05,1,0.205,-4.905,0.044,125.055
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,On My Way,0.0583,0.646,0.814,6.42e-05,0,0.118,-4.547,0.0433,127.978
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Leave The World Behind - Radio Edit,0.00232,0.525,0.849,0.00196,10,0.322,-7.727,0.0484,128.055
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Dark River - Bonus Track,0.0334,0.782,0.699,0.000352,11,0.176,-5.853,0.0298,126.037
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Together - Radio Edit,0.000985,0.64,0.939,0.483,4,0.0867,-6.844,0.0463,126.036
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,We Come We Rave We Love,0.0199,0.686,0.954,0.866,7,0.0676,-3.917,0.0636,125.018
Sebastian Ingrosso,6hyMWrxGBsOx6sWcVj1DqP,Can't Hold Us Down,0.0166,0.524,0.692,0.00405,0,0.184,-7.075,0.0805,124.998
Quintino,1V3VTM7VspiQjcmRhC010n,Mayhem,0.00016,0.605,0.964,0.611,8,0.858,-4.713,0.033,127.93
Quintino,1V3VTM7VspiQjcmRhC010n,Good Vibes (feat. Laurell),0.443,0.604,0.486,0,2,0.102,-7.933,0.065,149.867
Quintino,1V3VTM7VspiQjcmRhC010n,Knockout,0.000915,0.625,0.932,0.151,1,0.237,-4.851,0.067,127.804
Quintino,1V3VTM7VspiQjcmRhC010n,I Just Can't,0.162,0.652,0.595,0,6,0.148,-6.944,0.0419,77.538
Quintino,1V3VTM7VspiQjcmRhC010n,Epic - Garmiani Remix,0.00283,0.746,0.989,0.0515,4,0.056,-1.382,0.0732,127.971
Quintino,1V3VTM7VspiQjcmRhC010n,Inferno,0.00193,0.638,0.964,0.679,2,0.316,-5.591,0.116,128.076
Quintino,1V3VTM7VspiQjcmRhC010n,Slow Down,0.0814,0.84,0.73,4.45e-06,1,0.106,-4.181,0.0598,105.016
Quintino,1V3VTM7VspiQjcmRhC010n,Can't Fight It,0.00465,0.685,0.76,1.61e-05,0,0.219,-4.882,0.0313,128.035
Quintino,1V3VTM7VspiQjcmRhC010n,Freak,0.149,0.691,0.872,0,11,0.143,-4.106,0.218,125.934
Quintino,1V3VTM7VspiQjcmRhC010n,Patser Bounce,0.00224,0.295,0.969,0.773,9,0.104,-5.525,0.0729,137.746
John Christian,4I4ZRmxuOEADKSea0rNq3h,WHAT - (2018 Edit),0.00132,0.582,0.984,0.906,5,0.102,-2.708,0.0748,128.967
John Christian,4I4ZRmxuOEADKSea0rNq3h,I Like It Loud,0.00101,0.68,0.974,0.436,7,0.297,-2.348,0.195,128.016
John Christian,4I4ZRmxuOEADKSea0rNq3h,Scream,0.00174,0.657,0.886,0.0863,7,0.2,-4.107,0.0861,130.016
John Christian,4I4ZRmxuOEADKSea0rNq3h,Funkastarz,0.000346,0.602,0.98,0.721,5,0.479,-2.211,0.0438,127.943
John Christian,4I4ZRmxuOEADKSea0rNq3h,C’mon - John Christian Remix,0.00152,0.683,0.881,0.952,2,0.0735,-4.584,0.0593,129.981
John Christian,4I4ZRmxuOEADKSea0rNq3h,Back To The Oldskool,0.00417,0.713,0.954,0.0205,1,0.0908,-3.384,0.125,128.199
John Christian,4I4ZRmxuOEADKSea0rNq3h,Valencia - Intro Edit / John Christian Remix,0.00925,0.512,0.691,0.773,5,0.537,-9.441,0.0546,128.088
John Christian,4I4ZRmxuOEADKSea0rNq3h,Brolab,0.000117,0.578,0.971,0.803,1,0.0965,-3.203,0.0521,130.021
John Christian,4I4ZRmxuOEADKSea0rNq3h,Revolt,6.26e-05,0.587,0.952,0.683,0,0.0718,-3.259,0.187,127.951
John Christian,4I4ZRmxuOEADKSea0rNq3h,The Trip,0.0154,0.714,0.985,0.723,2,0.349,-2.122,0.102,130.036
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,All They Wanna Be,0.0176,0.684,0.917,3.71e-06,3,0.19,-1.801,0.0805,126.021
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,Magneto,0.0504,0.623,0.975,9.68e-06,4,0.271,-1.629,0.181,125.982
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,Shuffle Shuttle,0.0276,0.635,0.948,0.00609,9,0.339,-2.634,0.133,126.028
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,Like Fire (feat. Nevve),0.262,0.629,0.871,5.79e-06,0,0.17,-3.055,0.0452,126.07
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,Atom,0.0225,0.694,0.912,0.00341,9,0.267,-3.1,0.173,125.992
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,My Feelings,0.463,0.681,0.988,8.86e-05,6,0.359,-1.371,0.131,125.954
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,Milky Way,0.00732,0.623,0.975,0.16,3,0.0614,-2.632,0.109,125.94
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,There For You - Madison Mars Remix,0.0395,0.6,0.947,0,6,0.1,-1.84,0.163,126.045
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,We Are the Night,0.0438,0.594,0.901,0,5,0.425,-1.951,0.0447,125.995
Madison Mars,4gJCFxvqKc43Ifk0UIBB42,House Party,0.0126,0.726,0.971,0.0898,9,0.43,-2.953,0.133,126.024
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan,0.374,0.747,0.834,0,3,0.0586,-2.867,0.045,128.005
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Body - Dzeko Remix,0.00812,0.653,0.946,0.000207,5,0.126,-3.757,0.0556,125.966
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Blue,0.0234,0.654,0.887,0.0397,8,0.558,-5.271,0.0472,124.991
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Keanu Silva Remix,0.00211,0.885,0.869,7.85e-06,6,0.0325,-4.939,0.0552,126.005
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Daijo Remix,0.00326,0.625,0.952,0,3,0.388,-1.612,0.135,128.104
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Sebastian Perez Remix,0.00159,0.606,0.913,0,3,0.0814,-5.88,0.0745,125.065
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Unforgettable - Tiësto vs. Dzeko AFTR:HRS Remix,0.0259,0.668,0.773,1.64e-05,1,0.157,-6.182,0.116,123.975
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Try Not To Love You,0.03,0.526,0.773,0,1,0.131,-4.33,0.0419,127.899
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - MANDY Remix,0.0819,0.64,0.88,0,1,0.0785,-4.061,0.0758,150.071
Dzeko,5vQfv3s2Z2SRdPZKr82ABw,Jackie Chan - Tiësto Big Room Mix,0.022,0.841,0.83,4.31e-06,10,0.398,-4.641,0.0733,127.98
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Rise,0.0106,0.471,0.762,0,3,0.489,-2.646,0.0468,128.12
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Do It Again,0.0176,0.575,0.954,0.0506,1,0.0611,-3.093,0.0442,124.978
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Rise - Afrojack Remix,0.0394,0.586,0.865,0,7,0.231,-5.291,0.111,128.131
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,I Miss You (feat. Julia Michaels) - Stadiumx Remix,0.0273,0.6,0.911,0,3,0.174,-3.29,0.0547,123.944
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Like Home - Stadiumx Remix,0.0298,0.702,0.931,0.515,10,0.0818,-4.896,0.0904,123.963
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Tie Me Down (feat. Elley Duhé) - Stadiumx Remix,0.0149,0.44,0.869,0,3,0.365,-2.762,0.143,122.319
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Could Be Love - Stadiumx Remix,0.0784,0.631,0.9,1.38e-06,1,0.104,-3.086,0.1,126.033
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,So Much Love,0.000973,0.653,0.934,0.000512,7,0.144,-2.878,0.295,127.029
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Rise - Thomas Gold Remix,0.0071,0.501,0.784,0.000257,7,0.155,-4.292,0.0417,128.052
Stadiumx,0DRf6JJDQnRnz0Yp209CmH,Unforgettable - Stadiumx Remix,0.0128,0.514,0.849,0.0135,4,0.252,-7.38,0.0329,125.989
Magnificence,5zfDGV6C2Xwns1g773GF3N,Fire,0.000182,0.76,0.824,0.779,11,0.037,-4.898,0.0714,126.009
Magnificence,5zfDGV6C2Xwns1g773GF3N,Out Of My Mind,0.00364,0.86,0.877,0.806,7,0.0447,-4.955,0.106,124.999
Magnificence,5zfDGV6C2Xwns1g773GF3N,Closer,0.00116,0.69,0.858,0.69,2,0.0422,-4.784,0.0694,126.014
Magnificence,5zfDGV6C2Xwns1g773GF3N,Mystery - Magnificence Remix,0.00178,0.847,0.808,0.159,5,0.0583,-7.036,0.07,126.02
Magnificence,5zfDGV6C2Xwns1g773GF3N,Cobra,0.00482,0.815,0.935,0.781,11,0.0787,-4.143,0.08,126.013
Magnificence,5zfDGV6C2Xwns1g773GF3N,Drop It Low,0.0552,0.769,0.918,0.00778,11,0.313,-5.264,0.0676,125.005
Magnificence,5zfDGV6C2Xwns1g773GF3N,Happy Now - Magnificence Remix,0.00478,0.775,0.838,0.595,1,0.0538,-5.59,0.0622,124.973
Magnificence,5zfDGV6C2Xwns1g773GF3N,With You,0.467,0.661,0.795,0,10,0.31,-4.236,0.0437,124.99
Magnificence,5zfDGV6C2Xwns1g773GF3N,Breathing (feat. Charles),0.02,0.329,0.826,0.00216,9,0.557,-5.323,0.0529,128.512
Magnificence,5zfDGV6C2Xwns1g773GF3N,Heartbeat - Nicky Romero Edit,0.00115,0.597,0.909,0.0828,2,0.911,-5.302,0.0744,128.008
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Pijem al' uzalud,0.386,0.543,0.795,0,8,0.315,-4.066,0.0792,170.045
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,U srcu ciganin,0.652,0.436,0.679,0,2,0.368,-5.629,0.0543,87.665
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Hawai i Dubai,0.192,0.746,0.829,1.04e-05,9,0.336,-4.623,0.0478,145.019
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Jos ti ime dozivam,0.342,0.626,0.537,0,8,0.103,-11.894,0.0397,134.081
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Njena Ljubav Neverna,0.353,0.542,0.805,0,1,0.326,-2.428,0.0719,128.089
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Dogoreva do nokata,0.646,0.427,0.477,0,6,0.307,-9.814,0.0397,143.605
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Proslavljaju sve kafane,0.274,0.434,0.945,0,8,0.247,-3.284,0.109,112.479
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Maco,0.178,0.556,0.784,0,1,0.0714,-4.149,0.184,200.232
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Ko jos voli lutalice,0.253,0.509,0.784,0.000271,9,0.308,-6.239,0.0596,178.063
Acko Nezirovic,6bCW2yV4YraFWrA22HBmkw,Ja Ne Trazim Mnogo,0.648,0.339,0.705,0,9,0.345,-4.934,0.047,115.072
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Ulica radja gresnike,0.113,0.633,0.658,0,10,0.263,-9.785,0.0568,127.138
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Rodjena za kraljicu,0.524,0.556,0.602,0,4,0.204,-5.692,0.0718,175.445
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Otvori vrata,0.137,0.626,0.53,0,11,0.496,-9.194,0.0399,115.985
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Bacio bih sve niz reku,0.236,0.589,0.496,0,8,0.231,-9.262,0.138,185.642
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Sve su maske pale,0.27,0.593,0.64,0,0,0.433,-6.155,0.0575,94.663
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Devet zivota,0.113,0.643,0.963,0,7,0.0844,-1.515,0.179,102.976
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Kad bih bio bogat,0.268,0.659,0.505,0,0,0.0524,-7.445,0.0287,106.905
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Neke Ptice Nikad Ne Polete,0.784,0.342,0.669,3.46e-05,6,0.0962,-4.943,0.0408,103.514
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Kriva je dok je ziva,0.255,0.802,0.886,0,9,0.132,-1.749,0.14,113.974
Srecko Susic,7j4krW9q5ObRZ561jeQhO5,Nek' place onaj sto mostove rusi,0.415,0.58,0.727,0,11,0.236,-5.826,0.0419,97.203
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,Let's Chat,0.0563,0.854,0.75,0.000497,6,0.136,-6.109,0.207,124.984
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,UP,0.0105,0.49,0.756,0.000266,8,0.115,-6.41,0.21,108.47
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,Escape - Original Mix,0.00063,0.576,0.875,0.0602,8,0.229,-4.849,0.257,128.026
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,No Lie - Castion Remix,0.0714,0.491,0.811,8.86e-05,0,0.0432,-4.087,0.0691,124.195
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,Glow,0.0647,0.616,0.765,0.000338,7,0.149,-4.436,0.0582,112.017
Paris & Simo,1MZSqWo83IkVnYB1DSE9XB,Escape - Radio Edit,0.000173,0.375,0.701,1.27e-05,8,0.395,-3.462,0.0457,127.953
